pair_offset,source_row,inserted_count,cosine_similarity
2,85,5,0.6595472097396851
2,85,6,0.6760096549987793
2,85,7,0.6876875162124634
2,85,8,0.6950344443321228
2,85,9,0.7006092071533203
2,85,10,0.7050753831863403
2,85,11,0.7087136507034302
2,85,12,0.7118372917175293
2,85,13,0.7138517498970032
2,85,14,0.7198907136917114
2,85,15,0.7229507565498352
2,85,16,0.7250546813011169
2,85,17,0.7296197414398193
2,85,18,0.7311493158340454
2,85,19,0.7321360111236572
2,85,20,0.7328202724456787
2,85,21,0.7333298921585083
2,85,22,0.733762264251709
2,85,23,0.7341421842575073
2,85,24,0.7358267307281494
2,85,25,0.7360909581184387
2,85,26,0.7363373041152954
2,85,27,0.7365370988845825
2,85,28,0.736702561378479
2,85,29,0.7368284463882446
2,85,30,0.7369340062141418
3,119,0,0.5411086082458496
3,119,1,0.5574886798858643
3,119,2,0.6870745420455933
3,119,3,0.7661464214324951
3,119,4,0.7747912406921387
3,119,5,0.7819393873214722
3,119,6,0.7854611277580261
3,119,7,0.7868430018424988
3,119,8,0.7876008749008179
3,119,9,0.7880687713623047
3,119,10,0.7883531451225281
3,119,11,0.7886056900024414
3,119,12,0.788844108581543
3,119,13,0.7890556454658508
3,119,14,0.7859758138656616
3,119,15,0.7861284017562866
3,119,16,0.7862325310707092
3,119,17,0.7862493991851807
3,119,18,0.7863266468048096
3,119,19,0.7863621711730957
3,119,20,0.7863789796829224
3,119,21,0.7863730788230896
3,119,22,0.7863600254058838
3,119,23,0.7863420248031616
3,119,24,0.7863295674324036
3,119,25,0.7863126993179321
3,119,26,0.7862973213195801
3,119,27,0.7863011956214905
3,119,28,0.7874734997749329
3,119,29,0.7874161601066589
3,119,30,0.7873624563217163
4,184,0,0.5749499797821045
4,184,1,0.5679774284362793
4,184,2,0.6231133937835693
4,184,3,0.6643427610397339
4,184,4,0.6799115538597107
4,184,5,0.6915020942687988
4,184,6,0.6964590549468994
4,184,7,0.709071159362793
4,184,8,0.7186893224716187
4,184,9,0.7224135398864746
4,184,10,0.7256449460983276
4,184,11,0.7260305881500244
4,184,12,0.7273460626602173
4,184,13,0.7278668284416199
4,184,14,0.7296169996261597
4,184,15,0.7301849126815796
4,184,16,0.7304389476776123
4,184,17,0.7305933237075806
4,184,18,0.7306415438652039
4,184,19,0.7301142811775208
4,184,20,0.7303017973899841
4,184,21,0.7304317951202393
4,184,22,0.7292364835739136
4,184,23,0.7293211221694946
4,184,24,0.7293757796287537
4,184,25,0.7294114828109741
4,184,26,0.7294352054595947
4,184,27,0.7294506430625916
4,184,28,0.7294569611549377
4,184,29,0.7294552326202393
4,184,30,0.7294435501098633
5,217,0,0.5921089053153992
5,217,1,0.6016813516616821
5,217,2,0.6496453881263733
5,217,3,0.7050879001617432
5,217,4,0.732496976852417
5,217,5,0.7463735342025757
5,217,6,0.767892062664032
5,217,7,0.7760565876960754
5,217,8,0.7805331945419312
5,217,9,0.7838362455368042
5,217,10,0.7861206531524658
5,217,11,0.7815635204315186
5,217,12,0.782210648059845
5,217,13,0.7825165390968323
5,217,14,0.7826759815216064
5,217,15,0.7827402353286743
5,217,16,0.7827440500259399
5,217,17,0.7827435731887817
5,217,18,0.7827131152153015
5,217,19,0.7826588153839111
5,217,20,0.7825902700424194
5,217,21,0.7825192213058472
5,217,22,0.782443642616272
5,217,23,0.7805951833724976
5,217,24,0.7812840938568115
5,217,25,0.7812322378158569
5,217,26,0.7811969518661499
5,217,27,0.7811734676361084
5,217,28,0.7811388969421387
5,217,29,0.781087338924408
5,217,30,0.7810300588607788
6,250,0,0.6092643737792969
6,250,1,0.6047857999801636
6,250,2,0.6658574342727661
6,250,3,0.6771718263626099
6,250,4,0.7032887935638428
6,250,5,0.7143120765686035
6,250,6,0.7210784554481506
6,250,7,0.7284261584281921
6,250,8,0.7328957319259644
6,250,9,0.7362546920776367
6,250,10,0.7384843826293945
6,250,11,0.7403366565704346
6,250,12,0.7438610196113586
6,250,13,0.7424646019935608
6,250,14,0.7435117959976196
6,250,15,0.7441725730895996
6,250,16,0.7447518706321716
6,250,17,0.7450529336929321
6,250,18,0.7438434362411499
6,250,19,0.7445656657218933
6,250,20,0.7449755668640137
6,250,21,0.7452638149261475
6,250,22,0.7470162510871887
6,250,23,0.7459716200828552
6,250,24,0.746245265007019
6,250,25,0.7456731796264648
6,250,26,0.7458021640777588
6,250,27,0.745913028717041
6,250,28,0.7460081577301025
6,250,29,0.7460756301879883
6,250,30,0.7461287975311279
